,map,reverse_time,reverse_sum_of_costs,regular_time,regular_sum_of_costs
0,our_mazes/maze_50_50_5_0.5.txt,16.52887773513794,301,5.466203927993774,301
1,our_mazes/maze_50_50_5_0.25.txt,3.2537734508514404,293,0.6825637817382812,293
