,map,regular_time,regular_sum_of_costs,reverse_time_30,reverse_sum_of_costs_30,reverse_time_60,reverse_sum_of_costs_60,reverse_time_120,reverse_sum_of_costs_120,reverse_time_300,reverse_sum_of_costs_300
0,our_mazes/maze_50_50_5_0.5.txt,5.324739217758179,301,18.758487224578857,301,18.758487224578857,301,18.758487224578857,301,18.758487224578857,301
1,our_mazes/maze_50_50_5_0.25.txt,0.5657804012298584,293,3.490144729614258,293,3.490144729614258,293,3.490144729614258,293,3.490144729614258,293
