,map,regular_time,regular_sum_of_costs,reverse_time_60,reverse_sum_of_costs_60,reverse_time_120,reverse_sum_of_costs_120,reverse_time_300,reverse_sum_of_costs_300
0,mazes/maze50x50_3_99.txt,1.1230745315551758,279,4.193385601043701,279,4.193385601043701,279,4.193385601043701,279
1,mazes/maze50x50_3_98.txt,0.43362855911254883,235,1.3504037857055664,235,1.3504037857055664,235,1.3504037857055664,235
2,mazes/maze50x50_3_97.txt,0.18263888359069824,155,0.1606616973876953,155,0.1606616973876953,155,0.1606616973876953,155
3,mazes/maze50x50_3_96.txt,0.2414569854736328,136,0.19523882865905762,136,0.19523882865905762,136,0.19523882865905762,136
4,mazes/maze50x50_3_95.txt,0.10968232154846191,124,0.12343358993530273,124,0.12343358993530273,124,0.12343358993530273,124
5,mazes/maze50x50_3_94.txt,0.2704005241394043,154,0.2482454776763916,154,0.2482454776763916,154,0.2482454776763916,154
