,map,regular_time,regular_sum_of_costs,reverse_time_60,reverse_sum_of_costs_60,reverse_time_120,reverse_sum_of_costs_120,reverse_time_300,reverse_sum_of_costs_300
0,our_mazes/maze_50_50_5_0.5.txt,5.329171895980835,301,16.791809797286987,301,16.791809797286987,301,16.791809797286987,301
1,our_mazes/maze_50_50_5_0.25.txt,0.6574718952178955,293,3.436508893966675,293,3.436508893966675,293,3.436508893966675,293
2,our_mazes/maze_50_50_5_0.1.txt,1800.1846144199371,False,60.35148096084595,False,120.7107605934143,False,301.8172981739044,False
